FrameId CupId Xmin Xmax Ymin Ymax 
511 1 1039 1429 196 401 
511 2 None None None None 
512 1 1039 1429 196 401 
512 2 None None None None 
513 1 1039 1429 196 401 
513 2 None None None None 
514 1 1039 1429 196 401 
514 2 None None None None 
515 1 1056 1431 209 412 
515 2 None None None None 
516 1 1053 1453 183 406 
516 2 None None None None 
517 1 1053 1453 183 406 
517 2 None None None None 
518 1 1053 1453 183 406 
518 2 None None None None 
519 1 1053 1453 183 406 
519 2 None None None None 
520 1 1053 1453 183 406 
520 2 None None None None 
521 1 1054 1464 209 416 
521 2 None None None None 
522 1 1069 1465 193 420 
522 2 None None None None 
523 1 1069 1465 193 420 
523 2 None None None None 
524 1 1069 1465 193 420 
524 2 None None None None 
525 1 1069 1465 193 420 
525 2 None None None None 
526 1 1069 1465 193 420 
526 2 None None None None 
527 1 1069 1465 193 420 
527 2 None None None None 
528 1 1069 1465 193 420 
528 2 None None None None 
529 1 1046 1451 203 411 
529 2 None None None None 
530 1 1046 1451 203 411 
530 2 None None None None 
531 1 1046 1451 203 411 
531 2 None None None None 
532 1 1046 1451 203 411 
532 2 None None None None 
533 1 1046 1451 203 411 
533 2 None None None None 
534 1 1046 1451 203 411 
534 2 None None None None 
535 1 1046 1451 203 411 
535 2 None None None None 
536 1 1046 1451 203 411 
536 2 None None None None 
537 1 1087 1464 210 434 
537 2 None None None None 
538 1 1087 1464 210 434 
538 2 None None None None 
539 1 1087 1464 210 434 
539 2 None None None None 
540 1 1055 1429 218 417 
540 2 None None None None 
541 1 1055 1429 218 417 
541 2 None None None None 
542 1 1055 1429 218 417 
542 2 None None None None 
543 1 1055 1429 218 417 
543 2 None None None None 
544 1 1055 1429 218 417 
544 2 None None None None 
545 1 1055 1429 218 417 
545 2 None None None None 
546 1 1055 1429 218 417 
546 2 None None None None 
547 1 1070 1443 204 419 
547 2 None None None None 
548 1 1070 1443 204 419 
548 2 None None None None 
549 1 1070 1443 204 419 
549 2 None None None None 
550 1 1070 1443 204 419 
550 2 None None None None 
551 1 1070 1443 204 419 
551 2 None None None None 
552 1 1102 1464 201 425 
552 2 None None None None 
553 1 1102 1464 201 425 
553 2 None None None None 
554 1 1102 1464 201 425 
554 2 None None None None 
555 1 1102 1464 201 425 
555 2 None None None None 
556 1 1101 1470 217 420 
556 2 None None None None 
557 1 1101 1470 217 420 
557 2 None None None None 
558 1 1101 1470 217 420 
558 2 None None None None 
559 1 1101 1470 217 420 
559 2 None None None None 
560 1 1101 1470 217 420 
560 2 None None None None 
561 1 1101 1470 217 420 
561 2 None None None None 
562 1 1101 1470 217 420 
562 2 None None None None 
563 1 1101 1470 217 420 
563 2 None None None None 
564 1 1101 1456 226 434 
564 2 None None None None 
565 1 1101 1456 226 434 
565 2 None None None None 
566 1 1128 1479 226 446 
566 2 None None None None 
567 1 1123 1476 226 430 
567 2 None None None None 
568 1 1115 1491 248 433 
568 2 None None None None 
569 1 1115 1491 248 433 
569 2 None None None None 
570 1 1114 1484 249 442 
570 2 None None None None 
571 1 1114 1484 249 442 
571 2 None None None None 
572 1 1114 1484 249 442 
572 2 None None None None 
573 1 1114 1484 249 442 
573 2 None None None None 
574 1 1112 1475 289 458 
574 2 None None None None 
575 1 1112 1475 289 458 
575 2 None None None None 
576 1 1112 1475 289 458 
576 2 None None None None 
577 1 1108 1444 314 474 
577 2 None None None None 
578 1 1092 1450 311 477 
578 2 None None None None 
579 1 1079 1453 299 479 
579 2 None None None None 
580 1 1079 1453 299 479 
580 2 None None None None 
581 1 1079 1453 299 479 
581 2 None None None None 
582 1 1027 1430 287 493 
582 2 None None None None 
583 1 1027 1430 287 493 
583 2 None None None None 
584 1 1027 1430 287 493 
584 2 None None None None 
585 1 1027 1430 287 493 
585 2 None None None None 
586 1 1019 1410 301 507 
586 2 None None None None 
587 1 1019 1410 301 507 
587 2 None None None None 
588 1 1019 1410 301 507 
588 2 None None None None 
589 1 1000 1415 306 495 
589 2 None None None None 
590 1 965 1389 287 504 
590 2 None None None None 
591 1 971 1381 291 495 
591 2 None None None None 
592 1 971 1381 291 495 
592 2 None None None None 
593 1 971 1381 291 495 
593 2 None None None None 
594 1 971 1381 291 495 
594 2 None None None None 
595 1 971 1381 291 495 
595 2 None None None None 
596 1 971 1381 291 495 
596 2 None None None None 
597 1 971 1381 291 495 
597 2 None None None None 
598 1 971 1381 291 495 
598 2 None None None None 
599 1 972 1360 305 496 
599 2 None None None None 
600 1 972 1360 305 496 
600 2 None None None None 
601 1 984 1373 278 496 
601 2 None None None None 
602 1 984 1373 278 496 
602 2 None None None None 
603 1 984 1373 278 496 
603 2 None None None None 
604 1 984 1373 278 496 
604 2 None None None None 
605 1 984 1373 278 496 
605 2 None None None None 
606 1 984 1373 278 496 
606 2 None None None None 
607 1 992 1403 281 504 
607 2 None None None None 
608 1 992 1403 281 504 
608 2 None None None None 
609 1 992 1403 281 504 
609 2 None None None None 
610 1 1009 1392 270 501 
610 2 None None None None 
611 1 1009 1392 270 501 
611 2 None None None None 
612 1 1009 1392 270 501 
612 2 None None None None 
613 1 1009 1392 270 501 
613 2 None None None None 
614 1 996 1396 253 487 
614 2 None None None None 
615 1 990 1407 254 493 
615 2 None None None None 
616 1 990 1407 254 493 
616 2 None None None None 
617 1 990 1407 254 493 
617 2 None None None None 
618 1 990 1407 254 493 
618 2 None None None None 
619 1 990 1407 254 493 
619 2 None None None None 
620 1 990 1407 254 493 
620 2 None None None None 
621 1 990 1407 254 493 
621 2 None None None None 
622 1 990 1407 254 493 
622 2 None None None None 
623 1 990 1407 254 493 
623 2 None None None None 
624 1 990 1407 254 493 
624 2 None None None None 
625 1 1003 1415 262 499 
625 2 None None None None 
626 1 1003 1415 262 499 
626 2 None None None None 
627 1 1003 1415 262 499 
627 2 None None None None 
628 1 1001 1410 241 506 
628 2 None None None None 
629 1 1001 1410 241 506 
629 2 None None None None 
630 1 1006 1398 243 502 
630 2 None None None None 
631 1 902 1310 306 526 
631 2 None None None None 
632 1 902 1310 306 526 
632 2 None None None None 
633 1 902 1310 306 526 
633 2 None None None None 
634 1 902 1310 306 526 
634 2 None None None None 
635 1 902 1310 306 526 
635 2 None None None None 
636 1 903 1310 301 518 
636 2 None None None None 
637 1 903 1310 301 518 
637 2 None None None None 
638 1 869 1298 238 457 
638 2 None None None None 
639 1 867 1314 222 446 
639 2 None None None None 
640 1 871 1336 193 427 
640 2 None None None None 
641 1 871 1336 193 427 
641 2 None None None None 
642 1 863 1347 190 413 
642 2 None None None None 
643 1 884 1352 177 407 
643 2 None None None None 
644 1 884 1352 177 407 
644 2 None None None None 
645 1 834 1283 183 390 
645 2 None None None None 
646 1 758 1235 189 374 
646 2 None None None None 
647 1 758 1235 189 374 
647 2 None None None None 
648 1 780 1261 165 348 
648 2 None None None None 
649 1 780 1261 165 348 
649 2 None None None None 
650 1 672 1126 310 501 
650 2 None None None None 
651 1 672 1126 310 501 
651 2 None None None None 
652 1 708 1166 370 536 
652 2 None None None None 
653 1 685 1158 392 547 
653 2 None None None None 
654 1 735 1210 356 534 
654 2 None None None None 
655 1 743 1230 365 542 
655 2 None None None None 
656 1 731 1243 379 529 
656 2 None None None None 
657 1 730 1244 378 545 
657 2 None None None None 
658 1 722 1258 384 533 
658 2 None None None None 
659 1 706 1246 420 546 
659 2 None None None None 
660 1 706 1246 420 546 
660 2 None None None None 
661 1 923 1466 19 162 
661 2 None None None None 
662 1 923 1466 19 162 
662 2 None None None None 
663 1 932 1475 4 138 
663 2 None None None None 
664 1 932 1478 -37 104 
664 2 None None None None 
665 1 924 1477 -31 138 
665 2 None None None None 
666 1 923 1496 -49 128 
666 2 None None None None 
667 1 888 1482 -19 150 
667 2 None None None None 
668 1 893 1500 -7 143 
668 2 None None None None 
669 1 893 1500 -7 143 
669 2 None None None None 
670 1 902 1507 -35 138 
670 2 None None None None 
671 1 933 1536 -64 128 
671 2 None None None None 
672 1 950 1536 -88 105 
672 2 None None None None 
673 1 950 1536 -88 105 
673 2 None None None None 
674 1 950 1536 -88 105 
674 2 None None None None 
675 1 994 1553 -76 95 
675 2 None None None None 
676 1 996 1538 -60 104 
676 2 None None None None 
677 1 941 1489 -36 141 
677 2 None None None None 
678 1 970 1505 -20 158 
678 2 None None None None 
679 1 970 1505 -20 158 
679 2 None None None None 
680 1 986 1501 -45 152 
680 2 None None None None 
681 1 1003 1499 -45 153 
681 2 None None None None 
682 1 992 1488 -15 156 
682 2 None None None None 
683 1 993 1461 -20 174 
683 2 None None None None 
684 1 1025 1474 -9 209 
684 2 None None None None 
685 1 1047 1476 16 254 
685 2 None None None None 
686 1 1021 1425 64 287 
686 2 None None None None 
687 1 1025 1401 89 303 
687 2 None None None None 
688 1 1052 1406 97 324 
688 2 None None None None 
689 1 1057 1399 124 364 
689 2 None None None None 
690 1 1057 1399 124 364 
690 2 None None None None 
691 1 1062 1418 81 272 
691 2 None None None None 
692 1 1074 1442 91 290 
692 2 None None None None 
693 1 1074 1442 91 290 
693 2 None None None None 
694 1 1074 1442 91 290 
694 2 None None None None 
695 1 1074 1442 91 290 
695 2 None None None None 
696 1 1084 1459 73 293 
696 2 None None None None 
697 1 1111 1489 70 280 
697 2 None None None None 
698 1 1111 1489 70 280 
698 2 None None None None 
699 1 1131 1519 76 289 
699 2 None None None None 
700 1 1143 1543 77 264 
700 2 None None None None 
701 1 1143 1543 77 264 
701 2 None None None None 
702 1 1158 1577 59 224 
702 2 None None None None 
703 1 1158 1577 59 224 
703 2 None None None None 
704 1 1163 1562 56 214 
704 2 None None None None 
705 1 1187 1576 45 195 
705 2 None None None None 
706 1 1187 1576 45 195 
706 2 None None None None 
707 1 1187 1576 45 195 
707 2 None None None None 
708 1 1197 1572 43 198 
708 2 None None None None 
709 1 1183 1528 73 204 
709 2 None None None None 
710 1 1192 1554 82 207 
710 2 None None None None 
711 1 1192 1554 82 207 
711 2 None None None None 
712 1 1211 1584 65 209 
712 2 None None None None 
713 1 1189 1550 75 220 
713 2 None None None None 
714 1 1216 1560 102 236 
714 2 None None None None 
715 1 1216 1560 102 236 
715 2 None None None None 
716 1 1216 1560 102 236 
716 2 None None None None 
717 1 1173 1544 144 249 
717 2 None None None None 
718 1 1217 1569 149 245 
718 2 None None None None 
719 1 1192 1563 121 237 
719 2 None None None None 
720 1 1192 1563 121 237 
720 2 None None None None 
721 1 1192 1563 121 237 
721 2 None None None None 
722 1 1178 1543 102 247 
722 2 None None None None 
723 1 1222 1614 -13 137 
723 2 None None None None 
724 1 1222 1614 -13 137 
724 2 None None None None 
725 1 1216 1633 -32 116 
725 2 None None None None 
726 1 1216 1633 -32 116 
726 2 None None None None 
727 1 1236 1638 1 125 
727 2 None None None None 
728 1 1234 1635 -3 108 
728 2 None None None None 
729 1 1234 1635 -3 108 
729 2 None None None None 
730 1 1234 1635 -3 108 
730 2 None None None None 
731 1 1234 1635 -3 108 
731 2 None None None None 
732 1 1234 1635 -3 108 
732 2 None None None None 
733 1 1234 1635 -3 108 
733 2 None None None None 
734 1 1231 1603 -19 92 
734 2 None None None None 
735 1 1221 1610 -5 121 
735 2 None None None None 
736 1 1219 1600 -36 102 
736 2 None None None None 
737 1 1219 1600 -36 102 
737 2 None None None None 
738 1 1174 1557 -53 97 
738 2 None None None None 
739 1 1174 1557 -53 97 
739 2 None None None None 
740 1 1176 1585 -82 72 
740 2 None None None None 
741 1 1184 1570 -90 61 
741 2 None None None None 
742 1 1186 1585 -101 64 
742 2 None None None None 
743 1 1172 1574 -108 65 
743 2 None None None None 
744 1 1164 1570 -112 65 
744 2 None None None None 
745 1 None None None None 
745 2 None None None None 
746 1 1164 1570 -112 65 
746 2 None None None None 
747 1 1148 1532 -117 55 
747 2 None None None None 
748 1 1134 1533 -112 38 
748 2 None None None None 
749 1 1134 1533 -112 38 
749 2 None None None None 
750 1 1134 1533 -112 38 
750 2 None None None None 
751 1 1134 1533 -112 38 
751 2 None None None None 
752 1 None None None None 
752 2 None None None None 
753 1 None None None None 
753 2 None None None None 
754 1 None None None None 
754 2 None None None None 
755 1 None None None None 
755 2 None None None None 
756 1 None None None None 
756 2 None None None None 
757 1 None None None None 
757 2 None None None None 
758 1 None None None None 
758 2 None None None None 
759 1 None None None None 
759 2 None None None None 
760 1 None None None None 
760 2 None None None None 
761 1 None None None None 
761 2 None None None None 
762 1 None None None None 
762 2 None None None None 
763 1 None None None None 
763 2 None None None None 
764 1 None None None None 
764 2 None None None None 
765 1 None None None None 
765 2 None None None None 
766 1 None None None None 
766 2 None None None None 
767 1 1114 1173 438 666 
767 2 None None None None 
768 1 1103 1176 477 687 
768 2 None None None None 
769 1 1129 1189 473 656 
769 2 None None None None 
770 1 1125 1177 471 668 
770 2 None None None None 
771 1 1125 1177 471 668 
771 2 None None None None 
772 1 1125 1177 471 668 
772 2 None None None None 
773 1 1141 1198 468 645 
773 2 None None None None 
774 1 1137 1198 477 647 
774 2 None None None None 
775 1 None None None None 
775 2 None None None None 
776 1 1137 1198 477 647 
776 2 None None None None 
777 1 1137 1220 488 646 
777 2 None None None None 
778 1 1128 1214 498 668 
778 2 None None None None 
779 1 1144 1229 520 673 
779 2 None None None None 
780 1 1144 1229 520 673 
780 2 None None None None 
781 1 1178 1247 499 654 
781 2 None None None None 
782 1 None None None None 
782 2 None None None None 
783 1 1194 1274 500 674 
783 2 None None None None 
784 1 None None None None 
784 2 None None None None 
785 1 1259 1312 494 617 
785 2 None None None None 
786 1 1262 1317 532 628 
786 2 None None None None 
787 1 1262 1317 532 628 
787 2 None None None None 
788 1 None None None None 
788 2 None None None None 
789 1 None None None None 
789 2 None None None None 
790 1 None None None None 
790 2 None None None None 
791 1 992 1102 512 671 
791 2 None None None None 
792 1 1004 1104 590 761 
792 2 None None None None 
793 1 1005 1094 586 742 
793 2 None None None None 
794 1 1023 1131 558 717 
794 2 None None None None 
795 1 1014 1126 596 771 
795 2 None None None None 
796 1 1014 1126 596 771 
796 2 None None None None 
797 1 1014 1126 596 771 
797 2 None None None None 
798 1 1086 1183 527 672 
798 2 None None None None 
799 1 1086 1183 527 672 
799 2 None None None None 
800 1 1106 1191 526 654 
800 2 None None None None 
801 1 1102 1197 543 670 
801 2 None None None None 
802 1 1102 1197 543 670 
802 2 None None None None 
803 1 1110 1219 527 647 
803 2 None None None None 
804 1 1110 1219 527 647 
804 2 None None None None 
805 1 1110 1219 527 647 
805 2 None None None None 
806 1 1110 1219 527 647 
806 2 None None None None 
807 1 1110 1219 527 647 
807 2 None None None None 
808 1 1110 1219 527 647 
808 2 None None None None 
809 1 1123 1247 557 654 
809 2 None None None None 
810 1 1123 1247 557 654 
810 2 None None None None 
811 1 1123 1247 557 654 
811 2 None None None None 
812 1 1123 1247 557 654 
812 2 None None None None 
813 1 1123 1247 557 654 
813 2 None None None None 
814 1 None None None None 
814 2 1123 1247 557 654 
815 1 1123 1247 557 654 
815 2 1123 1247 557 654 
816 1 1260 1407 485 603 
816 2 1104 1218 528 642 
817 1 1294 1438 469 608 
817 2 1104 1218 528 642 
818 1 1282 1423 467 608 
818 2 1104 1218 528 642 
819 1 1282 1423 467 608 
819 2 1104 1218 528 642 
820 1 1282 1423 467 608 
820 2 1104 1218 528 642 
821 1 1282 1423 467 608 
821 2 1104 1218 528 642 
822 1 1282 1423 467 608 
822 2 1088 1219 500 642 
823 1 1282 1423 467 608 
823 2 1088 1219 500 642 
824 1 1292 1409 472 606 
824 2 1095 1209 496 638 
825 1 1292 1409 472 606 
825 2 1095 1209 496 638 
826 1 1292 1409 472 606 
826 2 1070 1210 499 643 
827 1 1292 1409 472 606 
827 2 1070 1210 499 643 
828 1 1248 1381 468 612 
828 2 1070 1210 499 643 
829 1 1248 1381 468 612 
829 2 1074 1190 524 657 
830 1 1248 1381 468 612 
830 2 1094 1209 545 658 
831 1 1248 1381 468 612 
831 2 1094 1209 545 658 
832 1 1248 1381 468 612 
832 2 1100 1187 571 657 
833 1 1248 1381 468 612 
833 2 1100 1187 571 657 
834 1 1248 1381 468 612 
834 2 1100 1187 571 657 
835 1 1248 1381 468 612 
835 2 1231 1320 496 607 
836 1 1248 1381 468 612 
836 2 1239 1306 491 610 
837 1 1248 1381 468 612 
837 2 1239 1306 491 610 
838 1 1248 1381 468 612 
838 2 None None None None 
839 1 1248 1381 468 612 
839 2 None None None None 
840 1 1200 1330 471 612 
840 2 1279 1413 462 598 
841 1 541 695 209 317 
841 2 1190 1294 475 605 
842 1 541 695 209 317 
842 2 1190 1294 475 605 
843 1 541 695 209 317 
843 2 1190 1294 475 605 
844 1 541 695 209 317 
844 2 1190 1294 475 605 
845 1 541 695 209 317 
845 2 1239 1368 469 587 
846 1 541 695 209 317 
846 2 1169 1279 461 602 
847 1 541 695 209 317 
847 2 1169 1279 461 602 
848 1 523 703 203 301 
848 2 1169 1279 461 602 
849 1 523 703 203 301 
849 2 1169 1279 461 602 
850 1 523 703 203 301 
850 2 1169 1279 461 602 
851 1 523 703 203 301 
851 2 1169 1279 461 602 
852 1 523 703 203 301 
852 2 1219 1343 442 586 
853 1 523 703 203 301 
853 2 1219 1343 442 586 
854 1 563 735 189 298 
854 2 1219 1343 442 586 
855 1 513 675 153 269 
855 2 1200 1335 453 594 
856 1 596 731 202 291 
856 2 1200 1335 453 594 
857 1 596 731 202 291 
857 2 1061 1217 510 647 
858 1 596 731 202 291 
858 2 1067 1213 524 633 
859 1 588 711 198 257 
859 2 1071 1239 554 646 
860 1 588 711 198 257 
860 2 1040 1237 534 638 
861 1 598 714 190 246 
861 2 1040 1237 534 638 
862 1 None None None None 
862 2 1072 1255 528 625 
863 1 572 699 151 228 
863 2 1072 1255 528 625 
864 1 602 703 138 230 
864 2 1077 1256 529 648 
865 1 612 711 115 226 
865 2 1077 1256 529 648 
866 1 612 711 115 226 
866 2 1075 1269 542 636 
867 1 571 684 79 211 
867 2 1103 1306 549 669 
868 1 639 744 35 190 
868 2 1103 1306 549 669 
869 1 658 757 52 229 
869 2 1105 1335 566 679 
870 1 688 778 41 217 
870 2 1100 1332 569 679 
871 1 688 778 41 217 
871 2 1108 1325 591 686 
872 1 705 810 43 242 
872 2 1140 1345 583 685 
873 1 697 815 19 199 
873 2 1161 1354 576 672 
874 1 718 812 -17 182 
874 2 1160 1337 572 661 
875 1 718 812 -17 182 
875 2 1133 1332 558 641 
876 1 744 849 -157 43 
876 2 1133 1332 558 641 
877 1 768 871 -177 21 
877 2 1138 1336 549 605 
878 1 None None None None 
878 2 None None None None 
879 1 None None None None 
879 2 1117 1350 511 600 
880 1 None None None None 
880 2 1125 1338 500 604 
881 1 None None None None 
881 2 1102 1301 501 584 
882 1 None None None None 
882 2 1126 1313 489 558 
883 1 None None None None 
883 2 1126 1313 489 558 
884 1 1123 1376 123 435 
884 2 1107 1298 470 557 
885 1 1125 1362 95 377 
885 2 1107 1298 470 557 
886 1 1118 1367 93 353 
886 2 1107 1298 470 557 
887 1 1118 1367 93 353 
887 2 1107 1298 470 557 
888 1 1133 1356 114 347 
888 2 1107 1298 470 557 
889 1 1116 1343 136 350 
889 2 1107 1298 470 557 
890 1 1108 1326 123 319 
890 2 1089 1273 484 551 
891 1 1108 1326 123 319 
891 2 1089 1273 484 551 
892 1 1091 1297 152 331 
892 2 1067 1253 477 549 
893 1 1091 1297 152 331 
893 2 1067 1253 477 549 
894 1 1090 1305 141 335 
894 2 1067 1253 477 549 
895 1 1071 1293 131 321 
895 2 1067 1253 477 549 
896 1 1101 1300 117 303 
896 2 1057 1247 458 530 
897 1 1089 1303 101 257 
897 2 1057 1247 458 530 
898 1 1089 1303 101 257 
898 2 1072 1251 451 534 
899 1 1067 1284 126 293 
899 2 1072 1251 451 534 
900 1 1071 1309 77 266 
900 2 1072 1251 451 534 
901 1 1054 1300 72 257 
901 2 1059 1213 431 499 
902 1 1048 1285 104 285 
902 2 1042 1204 442 513 
903 1 1043 1275 91 270 
903 2 1042 1204 442 513 
904 1 1036 1279 99 256 
904 2 1042 1204 442 513 
905 1 1011 1245 118 298 
905 2 1042 1204 442 513 
906 1 1011 1245 118 298 
906 2 1022 1212 448 528 
907 1 1011 1245 118 298 
907 2 981 1194 441 521 
908 1 1011 1245 118 298 
908 2 977 1177 431 531 
909 1 982 1232 96 300 
909 2 978 1172 474 572 
910 1 982 1232 96 300 
910 2 967 1138 453 544 
911 1 964 1200 142 324 
911 2 962 1142 495 566 
912 1 964 1200 142 324 
912 2 936 1113 494 567 
913 1 941 1187 127 295 
913 2 930 1112 475 554 
914 1 941 1187 127 295 
914 2 None None None None 
915 1 941 1187 127 295 
915 2 None None None None 
916 1 941 1187 127 295 
916 2 None None None None 
917 1 915 1180 148 325 
917 2 None None None None 
918 1 932 1180 140 292 
918 2 1018 1088 415 604 
919 1 932 1180 140 292 
919 2 1018 1088 415 604 
920 1 932 1180 140 292 
920 2 1018 1088 415 604 
921 1 930 1171 141 282 
921 2 1040 1094 389 576 
922 1 930 1171 141 282 
922 2 1040 1094 389 576 
923 1 930 1171 141 282 
923 2 1040 1094 389 576 
924 1 930 1171 141 282 
924 2 1037 1105 388 551 
925 1 930 1171 141 282 
925 2 1037 1105 388 551 
926 1 930 1171 141 282 
926 2 1037 1105 388 551 
927 1 930 1171 141 282 
927 2 1037 1105 388 551 
928 1 930 1171 141 282 
928 2 1037 1105 388 551 
929 1 921 1167 146 316 
929 2 1037 1105 388 551 
930 1 921 1167 146 316 
930 2 1037 1105 388 551 
931 1 931 1169 143 301 
931 2 1037 1105 388 551 
932 1 931 1169 143 301 
932 2 1037 1105 388 551 
933 1 931 1169 143 301 
933 2 1037 1105 388 551 
934 1 931 1169 143 301 
934 2 1037 1105 388 551 
935 1 931 1169 143 301 
935 2 1037 1105 388 551 
936 1 931 1169 143 301 
936 2 1037 1105 388 551 
937 1 933 1201 123 305 
937 2 1037 1105 388 551 
938 1 933 1201 123 305 
938 2 1037 1105 388 551 
939 1 933 1201 123 305 
939 2 1037 1105 388 551 
940 1 933 1201 123 305 
940 2 1037 1105 388 551 
941 1 933 1201 123 305 
941 2 1037 1105 388 551 
942 1 933 1201 123 305 
942 2 1037 1105 388 551 
943 1 944 1186 131 287 
943 2 1037 1105 388 551 
944 1 944 1186 131 287 
944 2 1047 1105 372 550 
945 1 944 1186 131 287 
945 2 1060 1127 396 576 
946 1 940 1206 131 295 
946 2 1060 1127 396 576 
947 1 940 1206 131 295 
947 2 1060 1127 396 576 
948 1 950 1217 128 301 
948 2 1060 1127 396 576 
949 1 950 1217 128 301 
949 2 1060 1127 396 576 
950 1 954 1213 131 332 
950 2 1062 1144 391 574 
951 1 965 1209 92 289 
951 2 1076 1157 409 584 
952 1 988 1209 122 309 
952 2 1080 1162 419 576 
953 1 988 1209 122 309 
953 2 1096 1158 414 560 
954 1 991 1234 92 289 
954 2 1102 1184 415 561 
955 1 1007 1245 119 297 
955 2 1117 1196 397 537 
956 1 1007 1245 119 297 
956 2 1117 1196 397 537 
957 1 1007 1245 119 297 
957 2 1117 1196 397 537 
958 1 1007 1245 119 297 
958 2 1117 1194 437 582 
959 1 1022 1289 127 276 
959 2 1143 1203 391 552 
960 1 1024 1277 127 278 
960 2 1143 1203 391 552 
961 1 1029 1266 144 293 
961 2 1143 1203 391 552 
962 1 1045 1265 131 280 
962 2 1143 1203 391 552 
963 1 1045 1294 136 301 
963 2 1141 1222 445 607 
964 1 1045 1294 136 301 
964 2 1155 1228 402 535 
965 1 1045 1294 136 301 
965 2 1155 1228 402 535 
966 1 1045 1294 136 301 
966 2 1155 1228 402 535 
967 1 1045 1294 136 301 
967 2 1155 1228 402 535 
968 1 1045 1294 136 301 
968 2 1161 1227 387 521 
969 1 1045 1294 136 301 
969 2 1161 1227 387 521 
970 1 1045 1294 136 301 
970 2 1161 1227 387 521 
971 1 1044 1296 108 267 
971 2 1161 1227 387 521 
972 1 1044 1296 108 267 
972 2 1145 1216 410 537 
973 1 1044 1296 108 267 
973 2 1150 1214 431 587 
974 1 1044 1296 108 267 
974 2 1153 1218 364 532 
975 1 1044 1296 108 267 
975 2 1153 1218 364 532 
976 1 1039 1315 127 279 
976 2 1153 1218 364 532 
977 1 1049 1305 98 268 
977 2 1153 1218 364 532 
978 1 1049 1305 98 268 
978 2 1153 1218 364 532 
979 1 1052 1326 95 271 
979 2 1182 1247 367 518 
980 1 1052 1326 95 271 
980 2 None None None None 
981 1 1052 1326 95 271 
981 2 1182 1247 367 518 
982 1 1060 1319 96 259 
982 2 1182 1247 367 518 
983 1 1060 1319 96 259 
983 2 1182 1247 367 518 
984 1 1060 1319 96 259 
984 2 1182 1247 367 518 
985 1 1060 1319 96 259 
985 2 1182 1247 367 518 
986 1 1060 1319 96 259 
986 2 1182 1247 367 518 
987 1 1072 1317 109 270 
987 2 1182 1247 367 518 
988 1 1071 1301 82 268 
988 2 1182 1247 367 518 
989 1 1071 1301 82 268 
989 2 1177 1260 362 531 
990 1 1071 1301 82 268 
990 2 1177 1260 362 531 
991 1 1071 1301 82 268 
991 2 1177 1260 362 531 
992 1 1071 1301 82 268 
992 2 1177 1260 362 531 
993 1 1083 1320 80 269 
993 2 1177 1260 362 531 
994 1 1083 1320 80 269 
994 2 1177 1260 362 531 
995 1 1083 1320 80 269 
995 2 1177 1260 362 531 
996 1 1056 1308 77 289 
996 2 1177 1260 362 531 
997 1 1053 1330 89 274 
997 2 1177 1260 362 531 
998 1 1053 1330 89 274 
998 2 1162 1240 403 549 
999 1 1053 1330 89 274 
999 2 1177 1239 353 526 
1000 1 1053 1330 89 274 
1000 2 1167 1233 395 542 
1001 1 1053 1330 89 274 
1001 2 1167 1233 395 542 
1002 1 1053 1330 89 274 
1002 2 1167 1233 395 542 
1003 1 1053 1330 89 274 
1003 2 1167 1233 395 542 
1004 1 1053 1330 89 274 
1004 2 1162 1237 386 550 
1005 1 1053 1330 89 274 
1005 2 1162 1237 386 550 
1006 1 1053 1330 89 274 
1006 2 1162 1237 386 550 
1007 1 1053 1330 89 274 
1007 2 1162 1237 386 550 
1008 1 1053 1330 89 274 
1008 2 1162 1237 386 550 
1009 1 1047 1320 108 272 
1009 2 1162 1237 386 550 
1010 1 1047 1320 108 272 
1010 2 None None None None 
1011 1 1047 1320 108 272 
1011 2 1162 1237 386 550 
